lat,lon,minutes_remaining,period,playoffs,shot_distance,shot_made_flag,prediction_label,prediction_score
33.8493,-118.2228,0,4,0,20,0,0,1.0
34.0443,-118.2698,6,3,0,0,1,1,0.6852
33.9693,-118.3978,1,4,0,14,0,0,1.0
34.0443,-118.2698,1,3,0,0,0,1,0.5116
33.9393,-118.3348,1,2,0,12,1,0,1.0
34.0333,-118.1978,0,3,0,7,1,0,1.0
33.8863,-118.1758,3,3,0,18,1,1,1.0
33.9703,-118.3058,10,4,0,8,1,0,1.0
34.0443,-118.2698,3,3,0,0,1,1,0.6087
34.0413,-118.4388,3,1,0,16,0,0,1.0
34.0263,-118.3788,1,3,0,11,0,0,1.0
33.9913,-118.2778,0,5,0,5,0,0,1.0
33.9433,-118.1168,0,4,0,18,1,1,1.0
33.9153,-118.1848,10,1,0,15,1,1,1.0
34.0413,-118.2828,7,1,0,1,1,1,1.0
34.0143,-118.4248,3,1,0,15,0,1,1.0
34.0273,-118.1188,9,1,0,15,1,0,1.0
33.9833,-118.4668,5,4,0,20,0,1,1.0
34.0443,-118.2698,3,2,1,0,0,1,0.7273
33.8613,-118.3888,9,1,0,21,0,1,1.0
33.8373,-118.2618,7,3,0,20,1,0,1.0
33.9953,-118.2688,3,1,0,4,0,0,1.0
33.8683,-118.2498,3,2,0,17,0,0,1.0
33.9643,-118.1488,1,4,0,14,0,0,1.0
34.0443,-118.2698,9,3,0,0,1,1,0.6207
33.9173,-118.3038,10,2,1,13,1,1,1.0
34.0443,-118.2698,7,2,0,0,0,1,0.7917
33.8323,-118.2718,0,4,0,21,1,0,1.0
33.9013,-118.3268,8,1,0,15,0,1,1.0
33.9813,-118.2388,2,1,0,7,1,1,1.0
33.9343,-118.1448,9,1,0,16,0,1,1.0
33.9283,-118.1408,7,4,0,17,0,0,1.0
33.9263,-118.1788,2,3,1,14,0,0,1.0
34.0443,-118.2698,7,4,0,0,0,1,0.6061
34.0403,-118.1548,1,1,0,11,1,1,1.0
34.0443,-118.2698,9,3,0,0,0,1,0.6207
33.9773,-118.4518,1,3,0,19,0,1,1.0
33.9893,-118.1238,2,2,0,15,1,0,1.0
34.0373,-118.2378,8,3,0,3,1,0,1.0
34.0273,-118.3918,8,1,0,12,0,1,1.0
33.9803,-118.4158,11,2,0,15,0,1,1.0
33.8843,-118.3368,10,3,0,17,0,0,1.0
34.0443,-118.2698,10,2,0,0,0,1,0.7037
33.9653,-118.2008,11,1,1,10,1,1,1.0
33.9883,-118.2238,3,3,0,7,0,1,1.0
33.8723,-118.1838,2,3,0,19,0,0,1.0
33.9283,-118.3008,5,2,1,12,1,1,1.0
33.8413,-118.2988,6,1,0,20,0,0,1.0
34.0443,-118.2698,9,4,0,0,1,1,0.6
33.9293,-118.3758,0,1,0,15,0,1,1.0
34.0013,-118.2128,9,3,0,7,0,1,1.0
33.9073,-118.4338,0,4,0,21,0,1,1.0
33.9893,-118.3998,0,1,0,14,0,1,1.0
33.9973,-118.3158,10,1,1,6,1,0,1.0
34.0443,-118.2698,4,3,1,0,0,1,0.6667
33.9873,-118.2438,3,1,1,6,0,1,1.0
34.0043,-118.1948,1,4,0,8,0,0,1.0
34.0353,-118.2498,4,4,0,2,1,1,1.0
34.0443,-118.2698,5,1,1,0,0,1,0.6
33.9833,-118.1318,2,3,0,15,1,0,1.0
34.0443,-118.2698,6,2,1,0,1,0,0.5
33.9893,-118.3278,10,2,0,7,0,0,1.0
34.0323,-118.1358,3,3,0,13,1,0,1.0
34.0623,-118.0938,4,3,0,17,0,0,1.0
34.0443,-118.2698,2,3,0,0,1,1,0.6579
34.0443,-118.2538,10,1,0,1,1,1,1.0
34.0323,-118.2438,6,4,0,2,0,0,1.0
33.8453,-118.2038,2,4,0,20,0,0,1.0
33.8963,-118.3588,3,2,0,17,1,0,1.0
33.9763,-118.0948,3,4,0,18,1,0,1.0
34.0443,-118.2698,6,1,0,0,1,1,0.6765
34.0253,-118.3708,3,4,1,10,0,0,1.0
34.0323,-118.2498,10,3,0,2,1,1,1.0
33.9993,-118.3948,3,3,0,13,0,1,1.0
34.0533,-118.1088,10,1,0,16,1,0,1.0
34.0443,-118.2698,2,2,0,0,0,1,0.72
34.0443,-118.2698,5,1,1,0,0,1,0.6
33.9643,-118.2308,9,3,0,8,0,0,1.0
33.8683,-118.2388,3,4,0,17,0,1,1.0
33.9623,-118.0588,4,2,0,22,1,0,1.0
34.0503,-118.2768,3,2,0,0,1,0,1.0
33.9653,-118.0988,3,2,0,18,0,0,1.0
34.0083,-118.4278,1,3,0,16,0,0,1.0
33.9663,-118.2688,2,4,0,7,1,1,1.0
33.8763,-118.2198,0,2,0,17,1,1,1.0
34.0373,-118.0988,10,3,0,17,0,0,1.0
33.8303,-118.2528,4,3,0,21,0,0,1.0
34.0373,-118.2448,1,2,0,2,1,1,1.0
34.0653,-118.1628,4,1,0,10,1,1,1.0
33.9283,-118.2228,1,2,0,12,0,0,1.0
33.9763,-118.2818,6,4,1,6,1,1,1.0
34.0443,-118.2698,8,2,0,0,1,0,0.5
33.9123,-118.3538,9,2,0,15,1,0,1.0
34.0803,-118.4338,11,3,0,16,0,1,1.0
34.0443,-118.2698,3,1,1,0,1,1,0.6
33.9953,-118.3788,4,3,0,11,0,0,1.0
34.0253,-118.2638,6,2,0,1,1,1,1.0
34.0443,-118.2698,7,1,0,0,1,1,0.5625
33.8583,-118.2268,9,1,0,19,0,1,1.0
34.0363,-118.3648,0,1,0,9,1,0,1.0
34.0363,-118.2568,2,2,0,1,0,1,1.0
34.0103,-118.0658,5,1,0,20,1,1,1.0
33.9503,-118.3268,8,4,0,10,0,0,1.0
33.9783,-118.4008,11,3,0,14,0,0,1.0
34.0323,-118.0938,4,4,1,17,0,1,1.0
33.9063,-118.2408,7,4,0,14,0,0,1.0
34.0473,-118.2768,6,3,0,0,0,1,1.0
33.9393,-118.3588,5,2,0,13,0,0,1.0
33.9583,-118.2768,5,1,0,8,0,1,1.0
34.0333,-118.2438,5,3,1,2,0,0,1.0
33.9263,-118.1358,0,3,0,17,0,0,1.0
34.0313,-118.3548,2,4,0,8,1,1,1.0
33.9323,-118.2258,8,1,1,12,1,0,1.0
34.0133,-118.2668,8,1,0,3,0,0,1.0
34.0443,-118.2698,7,3,0,0,1,1,0.7447
34.0443,-118.2698,11,2,0,0,0,1,0.7727
34.0263,-118.2008,1,3,0,7,0,1,1.0
34.0393,-118.1468,3,3,0,12,0,1,1.0
33.9173,-118.1408,4,1,0,18,0,0,1.0
33.9453,-118.1048,9,3,1,19,1,0,1.0
34.0013,-118.1208,5,2,0,15,0,0,1.0
34.0443,-118.2698,0,2,1,0,0,1,0.5333
33.9633,-118.4358,4,4,0,18,1,0,1.0
34.0443,-118.2698,7,1,0,0,1,1,0.5625
33.8673,-118.3438,7,2,0,19,1,0,1.0
34.0373,-118.1068,1,3,1,16,1,1,1.0
34.0323,-118.4238,6,3,0,15,1,0,1.0
33.8533,-118.3388,11,2,0,20,1,1,1.0
33.8433,-118.2108,5,3,0,20,0,0,1.0
33.9253,-118.1108,7,3,0,19,0,0,1.0
33.9863,-118.2718,2,4,1,5,1,0,1.0
34.0373,-118.2518,6,3,1,1,1,1,1.0
34.0443,-118.2698,7,3,0,0,1,1,0.7447
33.9773,-118.2628,7,2,0,6,0,1,1.0
33.9873,-118.3398,2,4,0,9,1,0,1.0
33.9833,-118.3008,10,2,0,6,0,1,1.0
33.9373,-118.3808,8,3,1,15,1,0,1.0
33.9833,-118.2008,10,4,0,9,0,0,1.0
34.0493,-118.3698,8,4,0,10,0,1,1.0
34.0443,-118.2698,0,3,0,0,0,1,0.5231
33.9373,-118.1058,2,4,0,19,1,0,1.0
33.9973,-118.2118,3,4,0,7,0,1,1.0
33.8393,-118.2698,11,1,0,20,1,1,1.0
33.9453,-118.2418,3,3,1,10,1,0,1.0
33.8893,-118.3538,6,1,1,17,0,0,1.0
34.0323,-118.2528,7,3,0,2,0,1,1.0
34.0303,-118.2468,4,1,0,2,1,1,1.0
34.0273,-118.2228,8,1,1,4,1,0,1.0
34.0443,-118.2698,4,2,0,0,1,1,0.5273
33.9133,-118.3678,6,3,0,16,0,0,1.0
33.9173,-118.2688,3,3,0,12,0,1,1.0
33.8353,-118.1918,0,3,0,22,0,0,1.0
34.0413,-118.4538,4,4,0,18,0,1,1.0
33.8553,-118.3618,5,1,0,21,0,1,1.0
34.0443,-118.2698,11,4,0,0,1,0,0.5
33.8973,-118.1488,2,1,0,19,0,1,1.0
33.8963,-118.1448,9,2,1,19,0,0,1.0
33.8893,-118.3698,0,3,0,18,1,0,1.0
33.9853,-118.3318,7,2,0,8,1,1,1.0
33.9033,-118.1088,5,2,1,21,0,1,1.0
34.0443,-118.2698,6,1,0,0,1,1,0.6765
34.0473,-118.2728,6,2,0,0,0,1,1.0
34.0443,-118.2698,3,1,0,0,1,1,0.6863
34.0443,-118.2698,2,2,0,0,0,1,0.72
34.0413,-118.1118,7,1,0,15,0,1,1.0
34.0433,-118.2688,1,1,0,0,1,1,1.0
33.9503,-118.1718,0,4,0,13,0,1,1.0
33.8353,-118.2248,0,4,0,21,0,0,1.0
33.8743,-118.3758,1,2,1,20,0,1,1.0
34.0443,-118.2698,7,1,0,0,0,1,0.5625
34.0183,-118.3288,4,1,0,6,0,1,1.0
33.8823,-118.1488,11,1,0,20,1,0,1.0
34.0443,-118.2698,2,4,0,0,0,1,0.7188
34.0443,-118.2218,4,2,0,4,1,1,1.0
33.9013,-118.1728,9,2,0,17,0,0,1.0
34.0443,-118.2698,8,3,0,0,1,1,0.6604
34.0573,-118.1518,10,3,0,11,0,0,1.0
33.8743,-118.1818,10,3,0,19,0,1,1.0
33.8603,-118.2968,1,1,0,18,0,0,1.0
33.8223,-118.2688,1,4,0,22,0,1,1.0
34.0473,-118.0798,1,1,0,19,0,1,1.0
33.9533,-118.1108,5,1,0,18,0,1,1.0
34.0443,-118.2698,9,2,0,0,0,1,0.7188
34.0443,-118.2698,7,1,0,0,1,1,0.5625
33.8483,-118.3488,10,1,0,21,0,0,1.0
33.8413,-118.2698,10,1,0,20,0,1,1.0
34.0383,-118.1338,8,4,1,13,1,0,1.0
33.8943,-118.3568,11,1,1,17,0,0,1.0
33.8803,-118.3078,5,1,0,16,0,1,1.0
34.0503,-118.0788,7,4,0,19,0,0,1.0
34.0503,-118.1718,1,2,0,9,0,1,1.0
33.8313,-118.3538,7,4,0,22,1,0,1.0
33.9913,-118.3768,7,4,1,11,0,0,1.0
34.0163,-118.1518,10,1,0,12,0,0,1.0
33.8153,-118.2618,5,3,0,22,0,1,1.0
34.0363,-118.3038,4,4,1,3,0,0,1.0
34.0063,-118.3328,11,3,0,7,0,1,1.0
34.0443,-118.2698,11,3,0,0,0,1,0.75
33.9503,-118.1458,10,3,0,15,0,0,1.0
34.0443,-118.2698,0,3,0,0,0,1,0.5231
33.9533,-118.4008,1,4,0,15,1,0,1.0
33.9303,-118.2738,1,2,0,11,1,0,1.0
33.9623,-118.2068,4,2,0,10,0,1,1.0
34.0523,-118.2818,6,2,0,1,1,1,1.0
34.0183,-118.1808,9,2,0,9,0,1,1.0
33.8963,-118.3478,11,3,0,16,0,1,1.0
34.0443,-118.2698,0,4,1,0,0,0,0.8333
33.8693,-118.1568,6,3,0,20,0,1,1.0
33.8753,-118.1948,9,4,0,18,0,1,1.0
33.9873,-118.2968,7,3,0,6,0,0,1.0
34.0263,-118.2108,8,1,0,6,0,0,1.0
33.9153,-118.3638,5,3,0,15,1,1,1.0
34.0043,-118.2878,6,4,0,4,1,0,1.0
33.9173,-118.3548,1,1,0,15,1,0,1.0
33.8843,-118.3258,1,1,1,16,0,1,1.0
33.8873,-118.1758,10,3,0,18,0,0,1.0
34.0443,-118.2698,9,4,0,0,1,1,0.6
34.0443,-118.2698,4,4,1,0,0,1,0.7143
33.8883,-118.1438,1,1,0,20,0,1,1.0
33.9973,-118.4298,9,4,1,16,0,0,1.0
34.0563,-118.1268,4,3,0,14,1,1,1.0
34.0213,-118.2468,10,2,0,3,1,0,1.0
33.9533,-118.2718,7,3,0,9,0,0,1.0
33.9813,-118.3228,3,3,0,8,0,0,1.0
33.9813,-118.1208,4,3,0,16,1,0,1.0
33.9163,-118.0938,6,2,0,21,0,0,1.0
33.8873,-118.1448,1,3,0,20,0,0,1.0
34.0443,-118.2698,5,2,0,0,1,1,0.6842
33.9693,-118.2748,6,3,0,7,0,1,1.0
33.9873,-118.4188,6,3,0,15,1,1,1.0
33.8753,-118.3548,2,1,0,18,0,1,1.0
34.0393,-118.2958,4,1,0,2,0,1,1.0
33.9813,-118.2538,6,4,1,6,1,1,1.0
34.0653,-118.1738,9,2,0,9,1,0,1.0
33.8273,-118.2168,5,4,0,22,1,0,1.0
33.9893,-118.3868,5,2,0,12,0,1,1.0
34.0443,-118.2698,9,2,0,0,0,1,0.7188
34.0443,-118.2698,0,3,0,0,0,1,0.5231
33.8433,-118.1948,10,1,0,21,1,1,1.0
33.8943,-118.1748,7,4,0,17,1,0,1.0
34.0353,-118.2718,4,3,0,0,0,1,1.0
34.0033,-118.3688,1,1,0,10,0,0,1.0
33.8843,-118.3998,4,3,0,20,1,0,1.0
33.9553,-118.3918,3,3,0,15,0,0,1.0
33.9653,-118.1568,4,1,0,13,1,1,1.0
33.8913,-118.3948,6,2,0,19,0,0,1.0
33.9093,-118.1378,0,1,0,18,0,0,1.0
34.0433,-118.2688,0,3,0,0,1,1,1.0
33.8823,-118.1598,9,1,0,19,0,0,0.5
34.0593,-118.1008,7,3,1,16,0,1,1.0
33.8763,-118.1788,11,3,0,19,1,1,1.0
34.0083,-118.2628,1,6,0,3,1,1,1.0
33.9833,-118.1378,9,4,1,14,0,0,1.0
33.9253,-118.1378,0,3,0,17,0,0,1.0
33.8963,-118.3618,4,4,0,17,0,0,1.0
33.9673,-118.4358,3,2,0,18,0,0,1.0
33.9113,-118.3948,5,3,0,18,0,1,1.0
34.0083,-118.3678,0,4,0,10,1,0,1.0
33.8863,-118.1728,8,3,0,18,0,0,1.0
34.0443,-118.2698,0,2,0,0,1,1,0.5323
34.0443,-118.2698,1,2,0,0,0,1,0.6154
33.9623,-118.1028,7,1,1,18,0,1,1.0
33.8473,-118.2778,5,2,0,19,0,0,1.0
33.9013,-118.1148,11,3,0,21,0,0,1.0
34.0033,-118.2358,9,2,0,5,0,1,1.0
34.0243,-118.3488,4,2,0,8,1,0,1.0
33.9593,-118.0998,11,3,0,19,0,0,1.0
33.9293,-118.1338,11,3,0,17,0,1,1.0
34.0443,-118.2698,0,1,0,0,1,1,0.5862
34.0443,-118.2698,10,1,0,0,1,1,0.5641
33.9483,-118.3058,7,4,0,10,1,0,1.0
33.9573,-118.2858,0,4,1,8,1,0,1.0
33.9993,-118.1568,4,2,0,12,1,1,1.0
33.9583,-118.2858,0,2,0,8,0,0,1.0
33.9803,-118.1268,5,3,0,15,0,0,1.0
34.0443,-118.2698,4,3,0,0,1,1,0.5882
34.0103,-118.2058,2,2,0,7,1,0,1.0
34.0443,-118.2698,5,2,0,0,0,1,0.6842
34.0043,-118.2688,9,1,0,4,1,0,1.0
33.8503,-118.3348,7,4,0,20,1,1,1.0
33.9263,-118.3408,0,2,0,13,1,1,1.0
34.0293,-118.1408,1,3,0,12,0,0,1.0
34.0583,-118.1578,8,2,0,11,0,0,1.0
33.9233,-118.1918,11,1,0,14,1,1,1.0
33.9693,-118.2718,3,4,0,7,0,1,1.0
34.0323,-118.2568,3,2,0,1,1,1,1.0
34.0443,-118.2698,1,4,0,0,0,1,0.6441
33.9253,-118.1348,6,2,0,17,0,0,1.0
33.9723,-118.3798,11,3,0,13,1,0,1.0
34.0063,-118.1208,2,1,0,15,1,0,1.0
33.9733,-118.2988,9,3,0,7,0,0,1.0
33.9733,-118.0888,8,4,1,19,1,1,1.0
33.9343,-118.1288,5,1,0,17,0,0,1.0
33.8933,-118.3788,9,1,0,18,0,1,1.0
34.0333,-118.2578,8,3,0,1,0,1,1.0
33.9643,-118.4598,10,1,1,20,0,0,1.0
33.9433,-118.2038,10,1,0,12,0,1,1.0
33.9773,-118.1988,9,3,0,9,1,0,1.0
34.0443,-118.2698,7,2,0,0,0,1,0.7917
33.9003,-118.3618,8,2,0,17,0,0,1.0
34.0443,-118.1758,4,3,0,9,1,1,1.0
34.0323,-118.1398,5,4,0,13,1,0,1.0
33.8843,-118.3618,7,2,0,18,1,1,1.0
33.8423,-118.3518,7,3,0,21,0,0,1.0
33.9143,-118.4058,9,3,0,18,0,1,1.0
34.0393,-118.4638,11,3,0,19,1,1,1.0
33.8863,-118.2358,5,1,0,16,0,1,1.0
34.0443,-118.2698,6,3,0,0,0,1,0.6852
34.0443,-118.2698,4,4,0,0,1,1,0.5435
33.9083,-118.1788,6,4,0,16,0,0,1.0
33.9173,-118.2028,8,2,0,14,0,0,1.0
34.0393,-118.1008,5,3,0,16,0,0,1.0
33.9073,-118.2978,5,2,0,13,0,1,1.0
34.0443,-118.2698,0,1,0,0,1,1,0.5862
34.0523,-118.0698,4,4,1,20,0,1,1.0
33.9193,-118.1548,10,3,1,16,1,0,1.0
33.9773,-118.1728,3,1,1,11,0,0,1.0
34.0423,-118.2758,3,3,1,0,1,1,1.0
34.0353,-118.2518,2,2,0,2,1,1,1.0
34.0443,-118.2698,6,1,0,0,1,1,0.6765
34.0443,-118.2698,1,1,0,0,0,0,0.5
33.9863,-118.2638,10,1,0,5,1,0,1.0
33.9753,-118.2108,3,4,0,9,1,0,1.0
34.0413,-118.2858,10,1,0,1,0,1,1.0
33.8373,-118.3538,0,1,0,22,0,0,1.0
33.9013,-118.2938,5,3,0,14,1,0,1.0
33.9453,-118.3568,9,1,0,13,0,1,1.0
33.8993,-118.1848,11,1,0,16,1,1,1.0
34.0443,-118.2698,6,1,0,0,1,1,0.6765
33.9813,-118.1438,6,4,0,14,1,0,1.0
34.0433,-118.2568,4,4,0,1,0,1,1.0
33.9623,-118.2678,0,4,0,8,1,0,1.0
33.9123,-118.2798,2,3,0,13,1,1,1.0
33.9723,-118.4458,5,4,0,19,0,1,1.0
33.9693,-118.2568,10,1,0,7,1,0,1.0
33.9013,-118.4328,10,2,0,21,1,1,1.0
33.8603,-118.3588,9,1,1,20,0,0,1.0
33.9883,-118.2048,1,1,0,8,1,1,1.0
33.9813,-118.4088,1,4,1,15,0,0,1.0
34.0443,-118.2698,6,3,1,0,1,1,0.6
34.0443,-118.2698,5,3,0,0,1,1,0.6744
33.9853,-118.2078,11,1,0,8,0,1,1.0
33.9123,-118.1288,1,4,0,19,1,0,1.0
34.0413,-118.3828,4,3,1,11,0,0,1.0
33.8893,-118.1028,10,4,0,22,0,1,1.0
34.0443,-118.2698,7,1,0,0,0,1,0.5625
34.0443,-118.2698,4,1,0,0,1,1,0.675
33.8673,-118.2948,9,3,0,17,0,1,1.0
33.9363,-118.4078,6,4,1,17,1,0,1.0
34.0463,-118.0688,2,2,0,20,0,1,1.0
33.9433,-118.1888,7,3,0,12,0,0,1.0
34.0463,-118.4378,8,1,0,16,0,1,1.0
34.0303,-118.0928,11,2,0,17,0,1,1.0
34.0213,-118.2598,0,1,0,2,0,0,1.0
34.0443,-118.2698,3,2,0,0,0,1,0.6613
34.0513,-118.4008,0,2,0,13,1,0,1.0
33.8793,-118.1518,10,3,0,20,0,0,1.0
34.0443,-118.2698,1,3,0,0,1,1,0.5116
34.0183,-118.3648,1,4,0,9,1,1,1.0
34.0443,-118.2698,1,4,0,0,1,1,0.6441
33.8563,-118.2758,10,3,0,18,1,0,1.0
34.0413,-118.2928,3,4,1,2,0,1,1.0
34.0323,-118.2608,0,5,0,1,1,1,1.0
33.9293,-118.1338,11,1,0,17,0,1,1.0
34.0563,-118.2088,0,1,0,6,1,1,1.0
33.9883,-118.3778,5,2,0,12,0,1,1.0
33.9833,-118.1398,3,4,0,14,0,0,1.0
33.8983,-118.2798,7,2,1,14,0,1,1.0
33.9193,-118.1148,7,1,0,19,1,0,1.0
33.9443,-118.1368,3,1,0,16,0,1,1.0
34.0183,-118.0648,7,1,0,20,1,0,1.0
33.9903,-118.2258,9,2,0,6,1,1,1.0
33.9023,-118.1348,11,1,0,19,0,0,1.0
34.0443,-118.2698,8,3,0,0,1,1,0.6604
33.9483,-118.3748,4,4,1,14,1,1,1.0
33.9763,-118.2368,2,4,0,7,0,0,1.0
33.9133,-118.2578,9,3,0,13,0,0,1.0
34.0443,-118.2698,11,1,1,0,1,0,0.8
33.9213,-118.0858,2,2,1,22,0,0,1.0
34.0403,-118.2588,3,2,1,1,0,1,1.0
34.0443,-118.2698,2,3,0,0,0,1,0.6579
34.0443,-118.2698,0,2,0,0,1,1,0.5323
33.9943,-118.1288,2,4,0,14,0,0,1.0
33.9013,-118.0988,4,4,0,22,0,1,1.0
34.0093,-118.2988,4,1,0,4,0,1,1.0
34.0163,-118.2598,5,1,0,2,1,0,1.0
33.9163,-118.0968,5,3,1,21,1,0,1.0
33.9293,-118.2708,7,1,0,11,0,1,1.0
34.0503,-118.0938,0,1,0,17,0,0,1.0
34.0443,-118.2698,10,4,0,0,0,0,0.5714
33.9283,-118.2008,2,1,0,13,0,1,1.0
33.9803,-118.3758,6,3,0,12,1,0,1.0
33.8473,-118.3268,2,1,0,20,0,1,1.0
33.9123,-118.1128,6,2,0,20,0,0,1.0
34.0003,-118.0888,2,2,0,18,0,0,1.0
34.0353,-118.2408,5,1,0,3,0,0,1.0
34.0423,-118.0628,7,2,0,20,1,0,1.0
33.8813,-118.1218,3,2,0,22,1,1,1.0
33.8793,-118.1668,4,4,0,19,1,0,1.0
34.0443,-118.2698,8,3,0,0,1,1,0.6604
34.0443,-118.2698,5,3,1,0,1,1,0.6667
33.8743,-118.2958,2,3,0,17,0,1,1.0
34.0463,-118.1188,5,1,0,15,0,0,1.0
33.9643,-118.2638,4,3,0,8,0,0,1.0
34.0443,-118.2698,3,4,0,0,1,1,0.6047
34.0443,-118.2698,1,4,0,0,1,1,0.6441
33.9283,-118.3708,2,2,0,15,0,1,1.0
33.9593,-118.2858,5,2,0,8,0,0,1.0
33.9013,-118.2538,4,1,0,14,1,0,1.0
33.9403,-118.3648,9,2,0,14,1,0,1.0
34.0443,-118.2698,4,2,0,0,1,1,0.5273
33.9453,-118.2958,3,2,0,10,0,1,1.0
34.0443,-118.2698,3,3,0,0,0,1,0.6087
34.0443,-118.2698,8,1,0,0,1,1,0.587
33.8373,-118.3488,8,1,0,22,0,0,1.0
33.9193,-118.1568,5,1,0,16,0,0,1.0
34.0403,-118.2608,10,3,0,0,1,0,1.0
33.8753,-118.3438,7,3,0,18,0,0,1.0
34.0713,-118.1398,4,2,0,13,0,0,1.0
33.8943,-118.3848,3,2,0,18,0,1,1.0
34.0323,-118.1268,0,1,0,14,0,0,1.0
33.9663,-118.2338,4,2,0,8,1,1,1.0
34.0013,-118.1338,4,1,0,14,1,1,1.0
34.0213,-118.1258,10,2,0,14,1,0,1.0
34.0443,-118.2698,2,1,0,0,1,1,0.678
33.9863,-118.2298,4,2,0,7,0,0,1.0
33.9173,-118.1028,8,3,0,20,1,0,1.0
34.0443,-118.2698,3,2,1,0,0,1,0.7273
34.0443,-118.2698,0,3,0,0,1,1,0.5231
33.9963,-118.3008,10,4,1,5,1,0,1.0
33.8873,-118.2608,1,1,0,15,0,1,1.0
33.8333,-118.2628,5,4,1,21,1,1,1.0
34.0493,-118.4128,4,1,0,14,0,1,1.0
33.8883,-118.4298,6,3,0,22,1,1,1.0
33.9363,-118.3898,1,1,0,16,0,0,1.0
34.0423,-118.2698,6,1,0,0,0,1,0.6765
34.0033,-118.1088,9,2,0,16,1,0,1.0
34.0263,-118.3358,10,3,0,6,0,0,1.0
34.0443,-118.2698,11,3,0,0,0,1,0.75
34.0443,-118.2698,1,1,0,0,1,0,0.5
33.9983,-118.1268,8,3,0,15,0,0,1.0
34.0363,-118.2508,8,2,0,2,0,1,1.0
34.0443,-118.2698,3,2,0,0,1,1,0.6613
33.9663,-118.1868,2,1,0,11,0,1,1.0
34.0413,-118.2718,6,1,0,0,1,1,0.6765
34.0443,-118.2698,1,2,1,0,1,0,0.8182
33.9173,-118.1668,5,1,0,16,0,1,1.0
34.0183,-118.1848,9,1,0,8,0,1,1.0
33.9103,-118.1078,10,3,0,21,0,0,1.0
34.0443,-118.2698,1,1,0,0,1,0,0.5
34.0083,-118.4738,10,3,0,20,1,1,1.0
34.0033,-118.2698,8,2,1,4,0,1,1.0
33.8523,-118.1698,3,2,0,21,0,1,1.0
33.8603,-118.2498,3,4,0,18,0,1,1.0
33.9873,-118.1108,1,1,0,16,1,0,1.0
33.8843,-118.1598,1,3,0,19,1,1,1.0
33.8913,-118.1538,3,2,0,19,1,1,1.0
34.0443,-118.2628,7,3,1,0,1,1,1.0
34.0413,-118.2858,3,1,0,1,1,0,1.0
33.8563,-118.3268,4,4,0,19,0,1,1.0
34.0443,-118.2698,8,4,0,0,1,1,0.5897
34.0573,-118.4748,10,3,1,20,0,0,1.0
34.0383,-118.2778,3,3,0,1,1,0,1.0
33.9583,-118.1458,10,3,0,15,1,1,1.0
33.9483,-118.4738,9,4,1,22,0,0,1.0
33.8093,-118.2408,10,4,0,23,1,1,1.0
33.8983,-118.3968,8,3,0,19,1,1,1.0
33.8813,-118.3348,8,3,0,17,0,1,1.0
34.0443,-118.2698,4,2,0,0,1,1,0.5273
33.8883,-118.2318,4,3,0,16,1,0,1.0
33.8423,-118.1988,5,4,1,21,0,0,1.0
33.8863,-118.2638,4,3,0,15,0,1,1.0
33.9283,-118.1948,0,2,0,13,1,0,1.0
33.9123,-118.1768,5,2,0,16,1,1,1.0
34.0183,-118.3588,4,2,0,9,1,1,1.0
34.0223,-118.2958,7,3,1,3,1,1,1.0
34.0443,-118.2698,8,1,0,0,1,1,0.587
33.9953,-118.2368,7,3,0,5,0,1,1.0
34.0443,-118.2698,1,3,0,0,1,1,0.5116
33.8793,-118.1778,5,2,0,18,0,1,1.0
34.0443,-118.2698,0,3,0,0,1,1,0.5231
34.0333,-118.2348,9,3,0,3,0,0,1.0
33.8483,-118.2698,5,4,0,19,0,1,1.0
33.9043,-118.2278,3,2,1,14,1,0,1.0
34.0453,-118.3568,11,3,0,8,1,1,1.0
33.9003,-118.2688,3,4,0,14,1,0,1.0
34.0443,-118.2698,3,3,0,0,1,1,0.6087
34.0443,-118.2698,9,4,0,0,0,1,0.6
33.8693,-118.1758,6,3,0,19,0,0,1.0
33.9363,-118.1318,10,2,0,17,0,0,1.0
33.8893,-118.4048,6,4,1,20,0,0,1.0
34.0443,-118.2698,6,4,0,0,1,1,0.7941
34.0223,-118.2548,2,4,0,2,0,0,1.0
33.9063,-118.4278,2,4,0,20,0,0,1.0
33.8783,-118.1578,9,4,0,20,1,0,1.0
33.9733,-118.2168,1,3,0,8,0,0,1.0
34.0443,-118.2698,9,1,1,0,1,1,0.6
34.0443,-118.2698,0,3,0,0,0,1,0.5231
33.8353,-118.2618,8,3,0,20,0,0,1.0
34.0443,-118.2698,2,1,0,0,0,1,0.678
33.9913,-118.3948,5,4,0,13,0,1,1.0
34.0063,-118.4788,0,2,0,21,0,1,1.0
34.0483,-118.2798,10,1,0,1,0,1,1.0
33.8943,-118.3578,3,2,0,17,0,0,1.0
34.0443,-118.2698,7,3,0,0,1,1,0.7447
33.9593,-118.4188,0,1,0,17,1,0,1.0
34.0443,-118.2698,4,3,0,0,1,1,0.5882
34.0443,-118.2698,8,4,0,0,1,1,0.5897
33.9123,-118.1618,5,2,0,17,0,0,1.0
33.9123,-118.3388,0,1,1,14,0,0,1.0
34.0523,-118.0908,2,1,0,17,0,1,1.0
34.0443,-118.2698,10,1,0,0,0,1,0.5641
33.9303,-118.3778,11,3,0,15,0,0,1.0
